x1,x2,x3,x4,y
2025,8,H2,AT,0.0
2030,8,H2,AT,0.0
2035,8,H2,AT,0.0
2040,8,H2,AT,0.0
2045,8,H2,AT,0.0
2050,8,H2,AT,0.0
2018,1932,H2,AT,0.0
2025,1932,H2,AT,0.0
2030,1932,H2,AT,0.0
2035,1932,H2,AT,0.0
2040,1932,H2,AT,0.0
2045,1932,H2,AT,0.0
2050,1932,H2,AT,0.0
2018,3856,H2,AT,0.0
2025,3856,H2,AT,0.0
2030,3856,H2,AT,0.0
2035,3856,H2,AT,0.0
2040,3856,H2,AT,0.0
2045,3856,H2,AT,0.0
2050,3856,H2,AT,0.0
2018,5780,H2,AT,0.0
2025,5780,H2,AT,0.0
2030,5780,H2,AT,0.0
2035,5780,H2,AT,0.0
2040,5780,H2,AT,0.0
2045,5780,H2,AT,0.0
2050,5780,H2,AT,0.0
2018,7704,H2,AT,0.0
2025,7704,H2,AT,0.0
2030,7704,H2,AT,0.0
2035,7704,H2,AT,0.0
2040,7704,H2,AT,0.0
2045,7704,H2,AT,0.0
2050,7704,H2,AT,0.0
2018,8,Gas_Natural,AT,0.0
2025,8,Gas_Natural,AT,0.0
2030,8,Gas_Natural,AT,0.0
2035,8,Gas_Natural,AT,0.0
2040,8,Gas_Natural,AT,0.0
2045,8,Gas_Natural,AT,0.0
2050,8,Gas_Natural,AT,0.0
2018,1932,Gas_Natural,AT,0.0
2025,1932,Gas_Natural,AT,0.0
2030,1932,Gas_Natural,AT,0.0
2035,1932,Gas_Natural,AT,0.0
2040,1932,Gas_Natural,AT,0.0
2045,1932,Gas_Natural,AT,0.0
2050,1932,Gas_Natural,AT,0.0
2018,3856,Gas_Natural,AT,0.0
2025,3856,Gas_Natural,AT,0.0
2030,3856,Gas_Natural,AT,0.0
2035,3856,Gas_Natural,AT,0.0
2040,3856,Gas_Natural,AT,0.0
2045,3856,Gas_Natural,AT,0.0
2050,3856,Gas_Natural,AT,0.0
2018,5780,Gas_Natural,AT,0.0
2025,5780,Gas_Natural,AT,0.0
2030,5780,Gas_Natural,AT,0.0
2035,5780,Gas_Natural,AT,0.0
2040,5780,Gas_Natural,AT,0.0
2045,5780,Gas_Natural,AT,0.0
2050,5780,Gas_Natural,AT,0.0
2018,7704,Gas_Natural,AT,0.0
2025,7704,Gas_Natural,AT,0.0
2030,7704,Gas_Natural,AT,0.0
2035,7704,Gas_Natural,AT,0.0
2040,7704,Gas_Natural,AT,0.0
2045,7704,Gas_Natural,AT,0.0
2050,7704,Gas_Natural,AT,0.0
2018,8,Nuclear,AT,0.0
2025,8,Nuclear,AT,0.0
2030,8,Nuclear,AT,0.0
2035,8,Nuclear,AT,0.0
2040,8,Nuclear,AT,0.0
2045,8,Nuclear,AT,0.0
2050,8,Nuclear,AT,0.0
2018,1932,Nuclear,AT,0.0
2025,1932,Nuclear,AT,0.0
2030,1932,Nuclear,AT,0.0
2035,1932,Nuclear,AT,0.0
2040,1932,Nuclear,AT,0.0
2045,1932,Nuclear,AT,0.0
2050,1932,Nuclear,AT,0.0
2018,3856,Nuclear,AT,0.0
2025,3856,Nuclear,AT,0.0
2030,3856,Nuclear,AT,0.0
2035,3856,Nuclear,AT,0.0
2040,3856,Nuclear,AT,0.0
2045,3856,Nuclear,AT,0.0
2050,3856,Nuclear,AT,0.0
2018,5780,Nuclear,AT,0.0
2025,5780,Nuclear,AT,0.0
2030,5780,Nuclear,AT,0.0
2035,5780,Nuclear,AT,0.0
2040,5780,Nuclear,AT,0.0
2045,5780,Nuclear,AT,0.0
2050,5780,Nuclear,AT,0.0
2018,7704,Nuclear,AT,0.0
2025,7704,Nuclear,AT,0.0
2030,7704,Nuclear,AT,0.0
2035,7704,Nuclear,AT,0.0
2040,7704,Nuclear,AT,0.0
2045,7704,Nuclear,AT,0.0
2050,7704,Nuclear,AT,0.0
2018,8,Oil,AT,0.0
2025,8,Oil,AT,0.0
2030,8,Oil,AT,0.0
2035,8,Oil,AT,0.0
2040,8,Oil,AT,0.0
2045,8,Oil,AT,0.0
2050,8,Oil,AT,0.0
2018,1932,Oil,AT,0.0
2025,1932,Oil,AT,0.0
2030,1932,Oil,AT,0.0
2035,1932,Oil,AT,0.0
2040,1932,Oil,AT,0.0
2045,1932,Oil,AT,0.0
2050,1932,Oil,AT,0.0
2018,3856,Oil,AT,0.0
2025,3856,Oil,AT,0.0
2030,3856,Oil,AT,0.0
2035,3856,Oil,AT,0.0
2040,3856,Oil,AT,0.0
2045,3856,Oil,AT,0.0
2050,3856,Oil,AT,0.0
2018,5780,Oil,AT,0.0
2025,5780,Oil,AT,0.0
2030,5780,Oil,AT,0.0
2035,5780,Oil,AT,0.0
2040,5780,Oil,AT,0.0
2045,5780,Oil,AT,0.0
2050,5780,Oil,AT,0.0
2018,7704,Oil,AT,0.0
2025,7704,Oil,AT,0.0
2030,7704,Oil,AT,0.0
2035,7704,Oil,AT,0.0
2040,7704,Oil,AT,0.0
2045,7704,Oil,AT,0.0
2050,7704,Oil,AT,0.0
2018,8,Power,AT,0.0
2025,8,Power,AT,0.0
2030,8,Power,AT,0.0
2035,8,Power,AT,0.0
2040,8,Power,AT,0.0
2045,8,Power,AT,0.0
2050,8,Power,AT,0.0
2018,1932,Power,AT,0.0
2025,1932,Power,AT,0.0
2030,1932,Power,AT,0.0
2035,1932,Power,AT,0.0
2040,1932,Power,AT,0.0
2045,1932,Power,AT,0.0
2050,1932,Power,AT,0.0
2018,3856,Power,AT,0.0
2025,3856,Power,AT,0.0
2030,3856,Power,AT,0.0
2035,3856,Power,AT,0.0
2040,3856,Power,AT,0.0
2045,3856,Power,AT,0.0
2050,3856,Power,AT,0.0
2018,5780,Power,AT,0.0
2025,5780,Power,AT,0.0
2030,5780,Power,AT,0.0
2035,5780,Power,AT,0.0
2040,5780,Power,AT,0.0
2045,5780,Power,AT,0.0
2050,5780,Power,AT,0.0
2018,7704,Power,AT,0.0
2025,7704,Power,AT,0.0
2030,7704,Power,AT,0.0
2035,7704,Power,AT,0.0
2040,7704,Power,AT,0.0
2045,7704,Power,AT,0.0
2050,7704,Power,AT,0.0
2018,8,Mobility_Freight,AT,0.0
2025,8,Mobility_Freight,AT,0.0
2030,8,Mobility_Freight,AT,0.0
2035,8,Mobility_Freight,AT,0.0
2040,8,Mobility_Freight,AT,0.0
2045,8,Mobility_Freight,AT,0.0
2050,8,Mobility_Freight,AT,0.0
2018,1932,Mobility_Freight,AT,0.0
2025,1932,Mobility_Freight,AT,0.0
2030,1932,Mobility_Freight,AT,0.0
2035,1932,Mobility_Freight,AT,0.0
2040,1932,Mobility_Freight,AT,0.0
2045,1932,Mobility_Freight,AT,0.0
2050,1932,Mobility_Freight,AT,0.0
2018,3856,Mobility_Freight,AT,0.0
2025,3856,Mobility_Freight,AT,0.0
2030,3856,Mobility_Freight,AT,0.0
2035,3856,Mobility_Freight,AT,0.0
2040,3856,Mobility_Freight,AT,0.0
2045,3856,Mobility_Freight,AT,0.0
2050,3856,Mobility_Freight,AT,0.0
2018,5780,Mobility_Freight,AT,0.0
2025,5780,Mobility_Freight,AT,0.0
2030,5780,Mobility_Freight,AT,0.0
2035,5780,Mobility_Freight,AT,0.0
2040,5780,Mobility_Freight,AT,0.0
2045,5780,Mobility_Freight,AT,0.0
2050,5780,Mobility_Freight,AT,0.0
2018,7704,Mobility_Freight,AT,0.0
2025,7704,Mobility_Freight,AT,0.0
2030,7704,Mobility_Freight,AT,0.0
2035,7704,Mobility_Freight,AT,0.0
2040,7704,Mobility_Freight,AT,0.0
2045,7704,Mobility_Freight,AT,0.0
2050,7704,Mobility_Freight,AT,0.0
2018,8,Mobility_Passenger,AT,0.0
2025,8,Mobility_Passenger,AT,0.0
2030,8,Mobility_Passenger,AT,0.0
2035,8,Mobility_Passenger,AT,0.0
2040,8,Mobility_Passenger,AT,0.0
2045,8,Mobility_Passenger,AT,0.0
2050,8,Mobility_Passenger,AT,0.0
2018,1932,Mobility_Passenger,AT,0.0
2025,1932,Mobility_Passenger,AT,0.0
2030,1932,Mobility_Passenger,AT,0.0
2035,1932,Mobility_Passenger,AT,0.0
2040,1932,Mobility_Passenger,AT,0.0
2045,1932,Mobility_Passenger,AT,0.0
2050,1932,Mobility_Passenger,AT,0.0
2018,3856,Mobility_Passenger,AT,0.0
2025,3856,Mobility_Passenger,AT,0.0
2030,3856,Mobility_Passenger,AT,0.0
2035,3856,Mobility_Passenger,AT,0.0
2040,3856,Mobility_Passenger,AT,0.0
2045,3856,Mobility_Passenger,AT,0.0
2050,3856,Mobility_Passenger,AT,0.0
2018,5780,Mobility_Passenger,AT,0.0
2025,5780,Mobility_Passenger,AT,0.0
2030,5780,Mobility_Passenger,AT,0.0
2035,5780,Mobility_Passenger,AT,0.0
2040,5780,Mobility_Passenger,AT,0.0
2045,5780,Mobility_Passenger,AT,0.0
2050,5780,Mobility_Passenger,AT,0.0
2018,7704,Mobility_Passenger,AT,0.0
2025,7704,Mobility_Passenger,AT,0.0
2030,7704,Mobility_Passenger,AT,0.0
2035,7704,Mobility_Passenger,AT,0.0
2040,7704,Mobility_Passenger,AT,0.0
2045,7704,Mobility_Passenger,AT,0.0
2050,7704,Mobility_Passenger,AT,0.0
2018,8,Lignite,AT,0.0
2025,8,Lignite,AT,0.0
2030,8,Lignite,AT,0.0
2035,8,Lignite,AT,0.0
2040,8,Lignite,AT,0.0
2045,8,Lignite,AT,0.0
2050,8,Lignite,AT,0.0
2018,1932,Lignite,AT,0.0
2025,1932,Lignite,AT,0.0
2030,1932,Lignite,AT,0.0
2035,1932,Lignite,AT,0.0
2040,1932,Lignite,AT,0.0
2045,1932,Lignite,AT,0.0
2050,1932,Lignite,AT,0.0
2018,3856,Lignite,AT,0.0
2025,3856,Lignite,AT,0.0
2030,3856,Lignite,AT,0.0
2035,3856,Lignite,AT,0.0
2040,3856,Lignite,AT,0.0
2045,3856,Lignite,AT,0.0
2050,3856,Lignite,AT,0.0
2018,5780,Lignite,AT,0.0
2025,5780,Lignite,AT,0.0
2030,5780,Lignite,AT,0.0
2035,5780,Lignite,AT,0.0
2040,5780,Lignite,AT,0.0
2045,5780,Lignite,AT,0.0
2050,5780,Lignite,AT,0.0
2018,7704,Lignite,AT,0.0
2025,7704,Lignite,AT,0.0
2030,7704,Lignite,AT,0.0
2035,7704,Lignite,AT,0.0
2040,7704,Lignite,AT,0.0
2045,7704,Lignite,AT,0.0
2050,7704,Lignite,AT,0.0
2018,8,Gas_Bio,AT,0.0
2025,8,Gas_Bio,AT,0.0
2030,8,Gas_Bio,AT,0.0
2035,8,Gas_Bio,AT,0.0
2040,8,Gas_Bio,AT,0.0
2045,8,Gas_Bio,AT,0.0
2050,8,Gas_Bio,AT,0.0
2018,1932,Gas_Bio,AT,0.0
2025,1932,Gas_Bio,AT,0.0
2030,1932,Gas_Bio,AT,0.0
2035,1932,Gas_Bio,AT,0.0
2040,1932,Gas_Bio,AT,0.0
2045,1932,Gas_Bio,AT,0.0
2050,1932,Gas_Bio,AT,0.0
2018,3856,Gas_Bio,AT,0.0
2025,3856,Gas_Bio,AT,0.0
2030,3856,Gas_Bio,AT,0.0
2035,3856,Gas_Bio,AT,0.0
2040,3856,Gas_Bio,AT,0.0
2045,3856,Gas_Bio,AT,0.0
2050,3856,Gas_Bio,AT,0.0
2018,5780,Gas_Bio,AT,0.0
2025,5780,Gas_Bio,AT,0.0
2030,5780,Gas_Bio,AT,0.0
2035,5780,Gas_Bio,AT,0.0
2040,5780,Gas_Bio,AT,0.0
2045,5780,Gas_Bio,AT,0.0
2050,5780,Gas_Bio,AT,0.0
2018,7704,Gas_Bio,AT,0.0
2025,7704,Gas_Bio,AT,0.0
2030,7704,Gas_Bio,AT,0.0
2035,7704,Gas_Bio,AT,0.0
2040,7704,Gas_Bio,AT,0.0
2045,7704,Gas_Bio,AT,0.0
2050,7704,Gas_Bio,AT,0.0
2018,8,Gas_Synth,AT,0.0
2025,8,Gas_Synth,AT,0.0
2030,8,Gas_Synth,AT,0.0
2035,8,Gas_Synth,AT,0.0
2040,8,Gas_Synth,AT,0.0
2045,8,Gas_Synth,AT,0.0
2050,8,Gas_Synth,AT,0.0
2018,1932,Gas_Synth,AT,0.0
2025,1932,Gas_Synth,AT,0.0
2030,1932,Gas_Synth,AT,0.0
2035,1932,Gas_Synth,AT,0.0
2040,1932,Gas_Synth,AT,0.0
2045,1932,Gas_Synth,AT,0.0
2050,1932,Gas_Synth,AT,0.0
2018,3856,Gas_Synth,AT,0.0
2025,3856,Gas_Synth,AT,0.0
2030,3856,Gas_Synth,AT,0.0
2035,3856,Gas_Synth,AT,0.0
2040,3856,Gas_Synth,AT,0.0
2045,3856,Gas_Synth,AT,0.0
2050,3856,Gas_Synth,AT,0.0
2018,5780,Gas_Synth,AT,0.0
2025,5780,Gas_Synth,AT,0.0
2030,5780,Gas_Synth,AT,0.0
2035,5780,Gas_Synth,AT,0.0
2040,5780,Gas_Synth,AT,0.0
2045,5780,Gas_Synth,AT,0.0
2050,5780,Gas_Synth,AT,0.0
2018,7704,Gas_Synth,AT,0.0
2025,7704,Gas_Synth,AT,0.0
2030,7704,Gas_Synth,AT,0.0
2035,7704,Gas_Synth,AT,0.0
2040,7704,Gas_Synth,AT,0.0
2045,7704,Gas_Synth,AT,0.0
2050,7704,Gas_Synth,AT,0.0
2018,8,Heat_Low_Residential,AT,0.0
2025,8,Heat_Low_Residential,AT,0.0
2030,8,Heat_Low_Residential,AT,0.0
2035,8,Heat_Low_Residential,AT,0.0
2040,8,Heat_Low_Residential,AT,0.0
2045,8,Heat_Low_Residential,AT,0.0
2050,8,Heat_Low_Residential,AT,0.0
2018,1932,Heat_Low_Residential,AT,0.0
2025,1932,Heat_Low_Residential,AT,0.0
2030,1932,Heat_Low_Residential,AT,0.0
2035,1932,Heat_Low_Residential,AT,0.0
2040,1932,Heat_Low_Residential,AT,0.0
2045,1932,Heat_Low_Residential,AT,0.11041679407257021
2050,1932,Heat_Low_Residential,AT,0.5
2018,3856,Heat_Low_Residential,AT,0.0
2025,3856,Heat_Low_Residential,AT,0.0
2030,3856,Heat_Low_Residential,AT,0.0
2035,3856,Heat_Low_Residential,AT,0.0
2040,3856,Heat_Low_Residential,AT,0.0
2045,3856,Heat_Low_Residential,AT,0.5
2050,3856,Heat_Low_Residential,AT,0.5
2018,5780,Heat_Low_Residential,AT,0.0
2025,5780,Heat_Low_Residential,AT,0.0
2030,5780,Heat_Low_Residential,AT,0.0
2035,5780,Heat_Low_Residential,AT,0.0
2040,5780,Heat_Low_Residential,AT,0.0
2045,5780,Heat_Low_Residential,AT,0.0
2050,5780,Heat_Low_Residential,AT,0.5
2018,7704,Heat_Low_Residential,AT,0.0
2025,7704,Heat_Low_Residential,AT,0.0
2030,7704,Heat_Low_Residential,AT,0.0
2035,7704,Heat_Low_Residential,AT,0.0
2040,7704,Heat_Low_Residential,AT,0.0
2045,7704,Heat_Low_Residential,AT,0.0
2050,7704,Heat_Low_Residential,AT,0.0
2018,8,Heat_Low_Industrial,AT,0.0
2025,8,Heat_Low_Industrial,AT,0.0
2030,8,Heat_Low_Industrial,AT,0.0
2035,8,Heat_Low_Industrial,AT,0.0
2040,8,Heat_Low_Industrial,AT,0.0
2045,8,Heat_Low_Industrial,AT,0.0
2050,8,Heat_Low_Industrial,AT,0.0
2018,1932,Heat_Low_Industrial,AT,0.0
2025,1932,Heat_Low_Industrial,AT,0.0
2030,1932,Heat_Low_Industrial,AT,0.0
2035,1932,Heat_Low_Industrial,AT,0.0
2040,1932,Heat_Low_Industrial,AT,0.0
2045,1932,Heat_Low_Industrial,AT,0.13611415061803478
2050,1932,Heat_Low_Industrial,AT,0.0
2018,3856,Heat_Low_Industrial,AT,0.0
2025,3856,Heat_Low_Industrial,AT,0.0
2030,3856,Heat_Low_Industrial,AT,0.0
2035,3856,Heat_Low_Industrial,AT,0.0
2040,3856,Heat_Low_Industrial,AT,0.0
2045,3856,Heat_Low_Industrial,AT,0.0
2050,3856,Heat_Low_Industrial,AT,0.0
2018,5780,Heat_Low_Industrial,AT,0.0
2025,5780,Heat_Low_Industrial,AT,0.0
2030,5780,Heat_Low_Industrial,AT,0.0
2035,5780,Heat_Low_Industrial,AT,0.0
2040,5780,Heat_Low_Industrial,AT,0.0
2045,5780,Heat_Low_Industrial,AT,0.0
2050,5780,Heat_Low_Industrial,AT,0.0
2018,7704,Heat_Low_Industrial,AT,0.0
2025,7704,Heat_Low_Industrial,AT,0.0
2030,7704,Heat_Low_Industrial,AT,0.0
2035,7704,Heat_Low_Industrial,AT,0.0
2040,7704,Heat_Low_Industrial,AT,0.0
2045,7704,Heat_Low_Industrial,AT,0.0
2050,7704,Heat_Low_Industrial,AT,0.0
2018,8,Heat_Medium_Industrial,AT,0.0
2025,8,Heat_Medium_Industrial,AT,0.0
2030,8,Heat_Medium_Industrial,AT,0.0
2035,8,Heat_Medium_Industrial,AT,0.0
2040,8,Heat_Medium_Industrial,AT,0.0
2045,8,Heat_Medium_Industrial,AT,0.0
2050,8,Heat_Medium_Industrial,AT,0.0
2018,1932,Heat_Medium_Industrial,AT,0.0
2025,1932,Heat_Medium_Industrial,AT,0.0
2030,1932,Heat_Medium_Industrial,AT,0.0
2035,1932,Heat_Medium_Industrial,AT,0.0
2040,1932,Heat_Medium_Industrial,AT,0.0
2045,1932,Heat_Medium_Industrial,AT,0.6344952268282578
2050,1932,Heat_Medium_Industrial,AT,0.0
2018,3856,Heat_Medium_Industrial,AT,0.0
2025,3856,Heat_Medium_Industrial,AT,0.0
2030,3856,Heat_Medium_Industrial,AT,0.0
2035,3856,Heat_Medium_Industrial,AT,0.0
2040,3856,Heat_Medium_Industrial,AT,0.0
2045,3856,Heat_Medium_Industrial,AT,0.0
2050,3856,Heat_Medium_Industrial,AT,0.6782236737074481
2018,5780,Heat_Medium_Industrial,AT,0.0
2025,5780,Heat_Medium_Industrial,AT,0.0
2030,5780,Heat_Medium_Industrial,AT,0.0
2035,5780,Heat_Medium_Industrial,AT,0.0
2040,5780,Heat_Medium_Industrial,AT,0.0
2045,5780,Heat_Medium_Industrial,AT,0.0
2050,5780,Heat_Medium_Industrial,AT,0.0
2018,7704,Heat_Medium_Industrial,AT,0.0
2025,7704,Heat_Medium_Industrial,AT,0.0
2030,7704,Heat_Medium_Industrial,AT,0.0
2035,7704,Heat_Medium_Industrial,AT,0.0
2040,7704,Heat_Medium_Industrial,AT,0.0
2045,7704,Heat_Medium_Industrial,AT,0.0
2050,7704,Heat_Medium_Industrial,AT,0.0
2018,8,Heat_High_Industrial,AT,0.0
2025,8,Heat_High_Industrial,AT,0.0
2030,8,Heat_High_Industrial,AT,0.0
2035,8,Heat_High_Industrial,AT,0.0
2040,8,Heat_High_Industrial,AT,0.0
2045,8,Heat_High_Industrial,AT,0.0
2050,8,Heat_High_Industrial,AT,0.0
2018,1932,Heat_High_Industrial,AT,0.0
2025,1932,Heat_High_Industrial,AT,0.0
2030,1932,Heat_High_Industrial,AT,0.0
2035,1932,Heat_High_Industrial,AT,0.0
2040,1932,Heat_High_Industrial,AT,0.0
2045,1932,Heat_High_Industrial,AT,0.08468046719999966
2050,1932,Heat_High_Industrial,AT,0.0
2018,3856,Heat_High_Industrial,AT,0.0
2025,3856,Heat_High_Industrial,AT,0.0
2030,3856,Heat_High_Industrial,AT,0.0
2035,3856,Heat_High_Industrial,AT,0.0
2040,3856,Heat_High_Industrial,AT,0.0
2045,3856,Heat_High_Industrial,AT,0.0
2050,3856,Heat_High_Industrial,AT,0.0
2018,5780,Heat_High_Industrial,AT,0.0
2025,5780,Heat_High_Industrial,AT,0.0
2030,5780,Heat_High_Industrial,AT,0.0
2035,5780,Heat_High_Industrial,AT,0.0
2040,5780,Heat_High_Industrial,AT,0.0
2045,5780,Heat_High_Industrial,AT,0.0
2050,5780,Heat_High_Industrial,AT,0.0
2018,7704,Heat_High_Industrial,AT,0.0
2025,7704,Heat_High_Industrial,AT,0.0
2030,7704,Heat_High_Industrial,AT,0.0
2035,7704,Heat_High_Industrial,AT,0.0
2040,7704,Heat_High_Industrial,AT,0.0
2045,7704,Heat_High_Industrial,AT,0.0
2050,7704,Heat_High_Industrial,AT,0.0
2018,8,Biofuel,AT,0.0
2025,8,Biofuel,AT,0.0
2030,8,Biofuel,AT,0.0
2035,8,Biofuel,AT,0.0
2040,8,Biofuel,AT,0.0
2045,8,Biofuel,AT,0.0
2050,8,Biofuel,AT,0.0
2018,1932,Biofuel,AT,0.0
2025,1932,Biofuel,AT,0.0
2030,1932,Biofuel,AT,0.0
2035,1932,Biofuel,AT,0.0
2040,1932,Biofuel,AT,0.0
2045,1932,Biofuel,AT,0.0
2050,1932,Biofuel,AT,0.0
2018,3856,Biofuel,AT,0.0
2025,3856,Biofuel,AT,0.0
2030,3856,Biofuel,AT,0.0
2035,3856,Biofuel,AT,0.0
2040,3856,Biofuel,AT,0.0
2045,3856,Biofuel,AT,0.0
2050,3856,Biofuel,AT,0.0
2018,5780,Biofuel,AT,0.0
2025,5780,Biofuel,AT,0.0
2030,5780,Biofuel,AT,0.0
2035,5780,Biofuel,AT,0.0
2040,5780,Biofuel,AT,0.0
2045,5780,Biofuel,AT,0.0
2050,5780,Biofuel,AT,0.0
2018,7704,Biofuel,AT,0.0
2025,7704,Biofuel,AT,0.0
2030,7704,Biofuel,AT,0.0
2035,7704,Biofuel,AT,0.0
