x1;x2;x3;y;;x1;x2;x3;y;diff;
2018;X_DAC_LT;NL;0;;2018;X_DAC_LT;NL;0;0;#DIV/0!
2025;X_DAC_LT;NL;0;;2025;X_DAC_LT;NL;0;0;#DIV/0!
2030;X_DAC_LT;NL;0;;2030;X_DAC_LT;NL;0;0;#DIV/0!
2035;X_DAC_LT;NL;0;;2035;X_DAC_LT;NL;0;0;#DIV/0!
2040;X_DAC_LT;NL;0;;2040;X_DAC_LT;NL;0;0;#DIV/0!
2045;X_DAC_LT;NL;0;;2045;X_DAC_LT;NL;0;0;#DIV/0!
2050;X_DAC_LT;NL;0;;2050;X_DAC_LT;NL;0;0;#DIV/0!
2018;X_Electrolysis;NL;0;;2018;X_Electrolysis;NL;0;0;#DIV/0!
2025;X_Electrolysis;NL;0;;2025;X_Electrolysis;NL;0;0;#DIV/0!
2030;X_Electrolysis;NL;0;;2030;X_Electrolysis;NL;0;0;#DIV/0!
2035;X_Electrolysis;NL;0;;2035;X_Electrolysis;NL;0;0;#DIV/0!
2040;X_Electrolysis;NL;12,11755753;;2040;X_Electrolysis;NL;1,525224733;10,59233279;87%
2045;X_Electrolysis;NL;41,02658937;;2045;X_Electrolysis;NL;10,36076244;30,66582693;75%
2050;X_Electrolysis;NL;87,62962084;;2050;X_Electrolysis;NL;72,8156292;14,81399164;17%
2018;X_Fuel_Cell;NL;0;;2018;X_Fuel_Cell;NL;0;0;#DIV/0!
2025;X_Fuel_Cell;NL;0;;2025;X_Fuel_Cell;NL;0;0;#DIV/0!
2030;X_Fuel_Cell;NL;0;;2030;X_Fuel_Cell;NL;0;0;#DIV/0!
2035;X_Fuel_Cell;NL;0;;2035;X_Fuel_Cell;NL;0;0;#DIV/0!
2040;X_Fuel_Cell;NL;0;;2040;X_Fuel_Cell;NL;0;0;#DIV/0!
2045;X_Fuel_Cell;NL;0;;2045;X_Fuel_Cell;NL;0;0;#DIV/0!
2050;X_Fuel_Cell;NL;0;;2050;X_Fuel_Cell;NL;0;0;#DIV/0!
2018;X_Gasifier;NL;0;;2018;X_Gasifier;NL;0;0;#DIV/0!
2025;X_Gasifier;NL;0;;2025;X_Gasifier;NL;0;0;#DIV/0!
2030;X_Gasifier;NL;0;;2030;X_Gasifier;NL;0;0;#DIV/0!
2035;X_Gasifier;NL;0;;2035;X_Gasifier;NL;0;0;#DIV/0!
2040;X_Gasifier;NL;0;;2040;X_Gasifier;NL;0;0;#DIV/0!
2045;X_Gasifier;NL;0;;2045;X_Gasifier;NL;0;0;#DIV/0!
2050;X_Gasifier;NL;0;;2050;X_Gasifier;NL;0;0;#DIV/0!
2018;X_Liquifier;NL;0;;2018;X_Liquifier;NL;0;0;#DIV/0!
2025;X_Liquifier;NL;0;;2025;X_Liquifier;NL;0;0;#DIV/0!
2030;X_Liquifier;NL;0;;2030;X_Liquifier;NL;0;0;#DIV/0!
2035;X_Liquifier;NL;0;;2035;X_Liquifier;NL;0;0;#DIV/0!
2040;X_Liquifier;NL;0;;2040;X_Liquifier;NL;0;0;#DIV/0!
2045;X_Liquifier;NL;0;;2045;X_Liquifier;NL;0;0;#DIV/0!
2050;X_Liquifier;NL;0;;2050;X_Liquifier;NL;0;0;#DIV/0!
2018;X_Methanation;NL;0;;2018;X_Methanation;NL;0;0;#DIV/0!
2025;X_Methanation;NL;0;;2025;X_Methanation;NL;0;0;#DIV/0!
2030;X_Methanation;NL;0;;2030;X_Methanation;NL;0;0;#DIV/0!
2035;X_Methanation;NL;0;;2035;X_Methanation;NL;0;0;#DIV/0!
2040;X_Methanation;NL;0;;2040;X_Methanation;NL;0;0;#DIV/0!
2045;X_Methanation;NL;0;;2045;X_Methanation;NL;0;0;#DIV/0!
2050;X_Methanation;NL;0;;2050;X_Methanation;NL;0;0;#DIV/0!
2018;X_Powerfuel;NL;0;;2018;X_Powerfuel;NL;0;0;#DIV/0!
2025;X_Powerfuel;NL;0;;2025;X_Powerfuel;NL;0;0;#DIV/0!
2030;X_Powerfuel;NL;0;;2030;X_Powerfuel;NL;0;0;#DIV/0!
2035;X_Powerfuel;NL;0;;2035;X_Powerfuel;NL;0;0;#DIV/0!
2040;X_Powerfuel;NL;0;;2040;X_Powerfuel;NL;0;0;#DIV/0!
2045;X_Powerfuel;NL;0;;2045;X_Powerfuel;NL;0;0;#DIV/0!
2050;X_Powerfuel;NL;0;;2050;X_Powerfuel;NL;0;0;#DIV/0!
2018;X_SMR;NL;0;;2018;X_SMR;NL;0;0;#DIV/0!
2025;X_SMR;NL;0;;2025;X_SMR;NL;0;0;#DIV/0!
2030;X_SMR;NL;0;;2030;X_SMR;NL;0;0;#DIV/0!
2035;X_SMR;NL;0;;2035;X_SMR;NL;0;0;#DIV/0!
2040;X_SMR;NL;0;;2040;X_SMR;NL;0;0;#DIV/0!
2045;X_SMR;NL;0;;2045;X_SMR;NL;0;0;#DIV/0!
2050;X_SMR;NL;0;;2050;X_SMR;NL;0;0;#DIV/0!
2018;X_SMR_CCS;NL;0;;2018;X_SMR_CCS;NL;0;0;#DIV/0!
2025;X_SMR_CCS;NL;0;;2025;X_SMR_CCS;NL;0;0;#DIV/0!
2030;X_SMR_CCS;NL;0;;2030;X_SMR_CCS;NL;0;0;#DIV/0!
2035;X_SMR_CCS;NL;0;;2035;X_SMR_CCS;NL;0;0;#DIV/0!
2040;X_SMR_CCS;NL;0;;2040;X_SMR_CCS;NL;0;0;#DIV/0!
2045;X_SMR_CCS;NL;0;;2045;X_SMR_CCS;NL;0;0;#DIV/0!
2050;X_SMR_CCS;NL;0;;2050;X_SMR_CCS;NL;0;0;#DIV/0!
2018;Z_ETS_Buy;NL;0;;2018;Z_ETS_Buy;NL;0;0;#DIV/0!
2025;Z_ETS_Buy;NL;0;;2025;Z_ETS_Buy;NL;0;0;#DIV/0!
2030;Z_ETS_Buy;NL;0;;2030;Z_ETS_Buy;NL;0;0;#DIV/0!
2035;Z_ETS_Buy;NL;0;;2035;Z_ETS_Buy;NL;0;0;#DIV/0!
2040;Z_ETS_Buy;NL;0;;2040;Z_ETS_Buy;NL;0;0;#DIV/0!
2045;Z_ETS_Buy;NL;0;;2045;Z_ETS_Buy;NL;0;0;#DIV/0!
2050;Z_ETS_Buy;NL;0;;2050;Z_ETS_Buy;NL;0;0;#DIV/0!
2018;Z_ETS_Sell;NL;0;;2018;Z_ETS_Sell;NL;0;0;#DIV/0!
2025;Z_ETS_Sell;NL;0;;2025;Z_ETS_Sell;NL;0;0;#DIV/0!
2030;Z_ETS_Sell;NL;0;;2030;Z_ETS_Sell;NL;0;0;#DIV/0!
2035;Z_ETS_Sell;NL;0;;2035;Z_ETS_Sell;NL;0;0;#DIV/0!
2040;Z_ETS_Sell;NL;0;;2040;Z_ETS_Sell;NL;0;0;#DIV/0!
2045;Z_ETS_Sell;NL;0;;2045;Z_ETS_Sell;NL;0;0;#DIV/0!
2050;Z_ETS_Sell;NL;0;;2050;Z_ETS_Sell;NL;0;0;#DIV/0!
2018;Z_Import_Gas;NL;801,4211187;;2018;Z_Import_Gas;NL;792,5121531;8,908965636;1%
2025;Z_Import_Gas;NL;0;;2025;Z_Import_Gas;NL;0;0;#DIV/0!
2030;Z_Import_Gas;NL;0;;2030;Z_Import_Gas;NL;0;0;#DIV/0!
2035;Z_Import_Gas;NL;214,8968243;;2035;Z_Import_Gas;NL;270,8168538;-55,92002958;-26%
2040;Z_Import_Gas;NL;99,93475028;;2040;Z_Import_Gas;NL;9,432491843;90,50225844;91%
2045;Z_Import_Gas;NL;0;;2045;Z_Import_Gas;NL;0;0;#DIV/0!
2050;Z_Import_Gas;NL;0;;2050;Z_Import_Gas;NL;0;0;#DIV/0!
2018;Z_Import_H2;NL;0;;2018;Z_Import_H2;NL;0;0;#DIV/0!
2025;Z_Import_H2;NL;0;;2025;Z_Import_H2;NL;0;0;#DIV/0!
2030;Z_Import_H2;NL;0;;2030;Z_Import_H2;NL;0;0;#DIV/0!
2035;Z_Import_H2;NL;0;;2035;Z_Import_H2;NL;0;0;#DIV/0!
2040;Z_Import_H2;NL;0;;2040;Z_Import_H2;NL;0;0;#DIV/0!
2045;Z_Import_H2;NL;0;;2045;Z_Import_H2;NL;0;0;#DIV/0!
2050;Z_Import_H2;NL;0;;2050;Z_Import_H2;NL;0;0;#DIV/0!
2018;Z_Import_Hardcoal;NL;466,2889527;;2018;Z_Import_Hardcoal;NL;453,7703859;12,51856681;3%
2025;Z_Import_Hardcoal;NL;0;;2025;Z_Import_Hardcoal;NL;0;0;#DIV/0!
2030;Z_Import_Hardcoal;NL;195,7368761;;2030;Z_Import_Hardcoal;NL;139,394321;56,34255518;29%
2035;Z_Import_Hardcoal;NL;81,76505303;;2035;Z_Import_Hardcoal;NL;73,39270485;8,37234818;10%
2040;Z_Import_Hardcoal;NL;62,93989793;;2040;Z_Import_Hardcoal;NL;62,93989793;0;0%
2045;Z_Import_Hardcoal;NL;11,39480429;;2045;Z_Import_Hardcoal;NL;1,32E-12;11,39480429;100%
2050;Z_Import_Hardcoal;NL;0;;2050;Z_Import_Hardcoal;NL;0;0;#DIV/0!
2018;Z_Import_LNG;NL;0;;2018;Z_Import_LNG;NL;0;0;#DIV/0!
2025;Z_Import_LNG;NL;0;;2025;Z_Import_LNG;NL;0;0;#DIV/0!
2030;Z_Import_LNG;NL;0;;2030;Z_Import_LNG;NL;0;0;#DIV/0!
2035;Z_Import_LNG;NL;0;;2035;Z_Import_LNG;NL;0;0;#DIV/0!
2040;Z_Import_LNG;NL;0;;2040;Z_Import_LNG;NL;0;0;#DIV/0!
2045;Z_Import_LNG;NL;0;;2045;Z_Import_LNG;NL;0;0;#DIV/0!
2050;Z_Import_LNG;NL;0;;2050;Z_Import_LNG;NL;0;0;#DIV/0!
2018;Z_Import_Oil;NL;0;;2018;Z_Import_Oil;NL;0;0;#DIV/0!
2025;Z_Import_Oil;NL;0;;2025;Z_Import_Oil;NL;0;0;#DIV/0!
2030;Z_Import_Oil;NL;155,5779815;;2030;Z_Import_Oil;NL;0;155,5779815;100%
2035;Z_Import_Oil;NL;23,43601096;;2035;Z_Import_Oil;NL;0;23,43601096;100%
2040;Z_Import_Oil;NL;3,875230736;;2040;Z_Import_Oil;NL;0;3,875230736;100%
2045;Z_Import_Oil;NL;3,69020095;;2045;Z_Import_Oil;NL;0;3,69020095;100%
2050;Z_Import_Oil;NL;0;;2050;Z_Import_Oil;NL;0,220140881;-0,220140881;#DIV/0!
2018;Infeasibility_Power;NL;0;;2018;Infeasibility_Power;NL;0;0;#DIV/0!
2025;Infeasibility_Power;NL;0;;2025;Infeasibility_Power;NL;0;0;#DIV/0!
2030;Infeasibility_Power;NL;0;;2030;Infeasibility_Power;NL;0;0;#DIV/0!
2035;Infeasibility_Power;NL;0;;2035;Infeasibility_Power;NL;0;0;#DIV/0!
2040;Infeasibility_Power;NL;0;;2040;Infeasibility_Power;NL;0;0;#DIV/0!
2045;Infeasibility_Power;NL;0;;2045;Infeasibility_Power;NL;0;0;#DIV/0!
2050;Infeasibility_Power;NL;0;;2050;Infeasibility_Power;NL;0;0;#DIV/0!
2018;Infeasibility_HLI;NL;0;;2018;Infeasibility_HLI;NL;0;0;#DIV/0!
2025;Infeasibility_HLI;NL;0;;2025;Infeasibility_HLI;NL;0;0;#DIV/0!
2030;Infeasibility_HLI;NL;0;;2030;Infeasibility_HLI;NL;0;0;#DIV/0!
2035;Infeasibility_HLI;NL;0;;2035;Infeasibility_HLI;NL;0;0;#DIV/0!
2040;Infeasibility_HLI;NL;0;;2040;Infeasibility_HLI;NL;0;0;#DIV/0!
2045;Infeasibility_HLI;NL;0;;2045;Infeasibility_HLI;NL;0;0;#DIV/0!
2050;Infeasibility_HLI;NL;0;;2050;Infeasibility_HLI;NL;0;0;#DIV/0!
2018;Infeasibility_HMI;NL;0;;2018;Infeasibility_HMI;NL;0;0;#DIV/0!
2025;Infeasibility_HMI;NL;0;;2025;Infeasibility_HMI;NL;0;0;#DIV/0!
2030;Infeasibility_HMI;NL;0;;2030;Infeasibility_HMI;NL;0;0;#DIV/0!
2035;Infeasibility_HMI;NL;0;;2035;Infeasibility_HMI;NL;0;0;#DIV/0!
2040;Infeasibility_HMI;NL;0;;2040;Infeasibility_HMI;NL;0;0;#DIV/0!
2045;Infeasibility_HMI;NL;0;;2045;Infeasibility_HMI;NL;0;0;#DIV/0!
2050;Infeasibility_HMI;NL;0;;2050;Infeasibility_HMI;NL;0;0;#DIV/0!
2018;Infeasibility_HHI;NL;0;;2018;Infeasibility_HHI;NL;0;0;#DIV/0!
2025;Infeasibility_HHI;NL;0;;2025;Infeasibility_HHI;NL;0;0;#DIV/0!
2030;Infeasibility_HHI;NL;0;;2030;Infeasibility_HHI;NL;0;0;#DIV/0!
2035;Infeasibility_HHI;NL;0;;2035;Infeasibility_HHI;NL;0;0;#DIV/0!
2040;Infeasibility_HHI;NL;0;;2040;Infeasibility_HHI;NL;0;0;#DIV/0!
2045;Infeasibility_HHI;NL;0;;2045;Infeasibility_HHI;NL;0;0;#DIV/0!
2050;Infeasibility_HHI;NL;0;;2050;Infeasibility_HHI;NL;0;0;#DIV/0!
2018;Infeasibility_HRI;NL;0;;2018;Infeasibility_HRI;NL;0;0;#DIV/0!
2025;Infeasibility_HRI;NL;0;;2025;Infeasibility_HRI;NL;0;0;#DIV/0!
2030;Infeasibility_HRI;NL;0;;2030;Infeasibility_HRI;NL;0;0;#DIV/0!
2035;Infeasibility_HRI;NL;0;;2035;Infeasibility_HRI;NL;0;0;#DIV/0!
2040;Infeasibility_HRI;NL;0;;2040;Infeasibility_HRI;NL;0;0;#DIV/0!
2045;Infeasibility_HRI;NL;0;;2045;Infeasibility_HRI;NL;0;0;#DIV/0!
2050;Infeasibility_HRI;NL;0;;2050;Infeasibility_HRI;NL;0;0;#DIV/0!
2018;Infeasibility_Mob_Passenger;NL;0;;2018;Infeasibility_Mob_Passenger;NL;149,3186802;-149,3186802;#DIV/0!
2025;Infeasibility_Mob_Passenger;NL;0;;2025;Infeasibility_Mob_Passenger;NL;148,3008452;-148,3008452;#DIV/0!
2030;Infeasibility_Mob_Passenger;NL;0;;2030;Infeasibility_Mob_Passenger;NL;147,4564644;-147,4564644;#DIV/0!
2035;Infeasibility_Mob_Passenger;NL;0;;2035;Infeasibility_Mob_Passenger;NL;145,9818997;-145,9818997;#DIV/0!
2040;Infeasibility_Mob_Passenger;NL;0;;2040;Infeasibility_Mob_Passenger;NL;144,5220807;-144,5220807;#DIV/0!
2045;Infeasibility_Mob_Passenger;NL;0;;2045;Infeasibility_Mob_Passenger;NL;143,0768599;-143,0768599;#DIV/0!
2050;Infeasibility_Mob_Passenger;NL;0;;2050;Infeasibility_Mob_Passenger;NL;141,6460913;-141,6460913;#DIV/0!
2018;Infeasibility_Mob_Freight;NL;0;;2018;Infeasibility_Mob_Freight;NL;106,8893323;-106,8893323;#DIV/0!
2025;Infeasibility_Mob_Freight;NL;0;;2025;Infeasibility_Mob_Freight;NL;113,3988926;-113,3988926;#DIV/0!
2030;Infeasibility_Mob_Freight;NL;0;;2030;Infeasibility_Mob_Freight;NL;114,5328816;-114,5328816;#DIV/0!
2035;Infeasibility_Mob_Freight;NL;0;;2035;Infeasibility_Mob_Freight;NL;115,6782104;-115,6782104;#DIV/0!
2040;Infeasibility_Mob_Freight;NL;0;;2040;Infeasibility_Mob_Freight;NL;117,5061376;-117,5061376;#DIV/0!
2045;Infeasibility_Mob_Freight;NL;0;;2045;Infeasibility_Mob_Freight;NL;120,0887087;-120,0887087;#DIV/0!
2050;Infeasibility_Mob_Freight;NL;0;;2050;Infeasibility_Mob_Freight;NL;123,722629;-123,722629;#DIV/0!
2018;A_Air;NO;0;;2018;A_Air;NO;0;0;#DIV/0!
2025;A_Air;NO;0;;2025;A_Air;NO;0;0;#DIV/0!
2030;A_Air;NO;0;;2030;A_Air;NO;0;0;#DIV/0!
2035;A_Air;NO;0;;2035;A_Air;NO;0;0;#DIV/0!
2040;A_Air;NO;0;;2040;A_Air;NO;0;0;#DIV/0!
2045;A_Air;NO;0;;2045;A_Air;NO;0;0;#DIV/0!
2050;A_Air;NO;0,309517861;;2050;A_Air;NO;0;0,309517861;100%
2018;A_Rooftop_Commercial;NO;0;;2018;A_Rooftop_Commercial;NO;0;0;#DIV/0!
2025;A_Rooftop_Commercial;NO;0;;2025;A_Rooftop_Commercial;NO;0;0;#DIV/0!
2030;A_Rooftop_Commercial;NO;0;;2030;A_Rooftop_Commercial;NO;0;0;#DIV/0!
2035;A_Rooftop_Commercial;NO;0;;2035;A_Rooftop_Commercial;NO;0;0;#DIV/0!
2040;A_Rooftop_Commercial;NO;0;;2040;A_Rooftop_Commercial;NO;0;0;#DIV/0!
2045;A_Rooftop_Commercial;NO;0;;2045;A_Rooftop_Commercial;NO;0;0;#DIV/0!
2050;A_Rooftop_Commercial;NO;0;;2050;A_Rooftop_Commercial;NO;0;0;#DIV/0!
2018;A_Rooftop_Residential;NO;0;;2018;A_Rooftop_Residential;NO;0;0;#DIV/0!
2025;A_Rooftop_Residential;NO;0;;2025;A_Rooftop_Residential;NO;0;0;#DIV/0!
2030;A_Rooftop_Residential;NO;0;;2030;A_Rooftop_Residential;NO;0;0;#DIV/0!
2035;A_Rooftop_Residential;NO;0;;2035;A_Rooftop_Residential;NO;0;0;#DIV/0!
2040;A_Rooftop_Residential;NO;0;;2040;A_Rooftop_Residential;NO;0;0;#DIV/0!
2045;A_Rooftop_Residential;NO;0;;2045;A_Rooftop_Residential;NO;0;0;#DIV/0!
2050;A_Rooftop_Residential;NO;0;;2050;A_Rooftop_Residential;NO;0;0;#DIV/0!
2018;CHP_Biomass_Solid;NO;5,468493773;;2018;CHP_Biomass_Solid;NO;5,468493773;0;0%
2025;CHP_Biomass_Solid;NO;2,187397509;;2025;CHP_Biomass_Solid;NO;0,546849377;1,640548132;75%
2030;CHP_Biomass_Solid;NO;0;;2030;CHP_Biomass_Solid;NO;0;0;#DIV/0!
2035;CHP_Biomass_Solid;NO;0;;2035;CHP_Biomass_Solid;NO;0;0;#DIV/0!
2040;CHP_Biomass_Solid;NO;0;;2040;CHP_Biomass_Solid;NO;0;0;#DIV/0!
2045;CHP_Biomass_Solid;NO;0;;2045;CHP_Biomass_Solid;NO;0;0;#DIV/0!
2050;CHP_Biomass_Solid;NO;0;;2050;CHP_Biomass_Solid;NO;0;0;#DIV/0!
2018;CHP_Biomass_Solid_CCS;NO;0;;2018;CHP_Biomass_Solid_CCS;NO;0;0;#DIV/0!
2025;CHP_Biomass_Solid_CCS;NO;73,4912777;;2025;CHP_Biomass_Solid_CCS;NO;65,51534603;7,975931674;11%
2030;CHP_Biomass_Solid_CCS;NO;48,11240326;;2030;CHP_Biomass_Solid_CCS;NO;37,85746806;10,25493521;21%
2035;CHP_Biomass_Solid_CCS;NO;48,11240326;;2035;CHP_Biomass_Solid_CCS;NO;37,85746806;10,25493521;21%
2040;CHP_Biomass_Solid_CCS;NO;42,39971599;;2040;CHP_Biomass_Solid_CCS;NO;43,04135305;-0,641637058;-2%
2045;CHP_Biomass_Solid_CCS;NO;42,39971599;;2045;CHP_Biomass_Solid_CCS;NO;44,38305588;-1,983339882;-5%
2050;CHP_Biomass_Solid_CCS;NO;45,26187306;;2050;CHP_Biomass_Solid_CCS;NO;40,74252583;4,519347234;10%
2018;CHP_Coal_Hardcoal;NO;0;;2018;CHP_Coal_Hardcoal;NO;0;0;#DIV/0!
2025;CHP_Coal_Hardcoal;NO;0;;2025;CHP_Coal_Hardcoal;NO;0;0;#DIV/0!
2030;CHP_Coal_Hardcoal;NO;0;;2030;CHP_Coal_Hardcoal;NO;0;0;#DIV/0!
2035;CHP_Coal_Hardcoal;NO;0;;2035;CHP_Coal_Hardcoal;NO;0;0;#DIV/0!
2040;CHP_Coal_Hardcoal;NO;0;;2040;CHP_Coal_Hardcoal;NO;0;0;#DIV/0!
2045;CHP_Coal_Hardcoal;NO;0;;2045;CHP_Coal_Hardcoal;NO;0;0;#DIV/0!
2050;CHP_Coal_Hardcoal;NO;0;;2050;CHP_Coal_Hardcoal;NO;0;0;#DIV/0!
2018;CHP_Coal_Hardcoal_CCS;NO;0;;2018;CHP_Coal_Hardcoal_CCS;NO;0;0;#DIV/0!
2025;CHP_Coal_Hardcoal_CCS;NO;0;;2025;CHP_Coal_Hardcoal_CCS;NO;0;0;#DIV/0!
2030;CHP_Coal_Hardcoal_CCS;NO;0;;2030;CHP_Coal_Hardcoal_CCS;NO;0;0;#DIV/0!
2035;CHP_Coal_Hardcoal_CCS;NO;0;;2035;CHP_Coal_Hardcoal_CCS;NO;0;0;#DIV/0!
2040;CHP_Coal_Hardcoal_CCS;NO;0;;2040;CHP_Coal_Hardcoal_CCS;NO;0;0;#DIV/0!
2045;CHP_Coal_Hardcoal_CCS;NO;0;;2045;CHP_Coal_Hardcoal_CCS;NO;0;0;#DIV/0!
2050;CHP_Coal_Hardcoal_CCS;NO;0;;2050;CHP_Coal_Hardcoal_CCS;NO;0;0;#DIV/0!
2018;CHP_Coal_Lignite;NO;0;;2018;CHP_Coal_Lignite;NO;0;0;#DIV/0!
2025;CHP_Coal_Lignite;NO;0;;2025;CHP_Coal_Lignite;NO;0;0;#DIV/0!
2030;CHP_Coal_Lignite;NO;0;;2030;CHP_Coal_Lignite;NO;0;0;#DIV/0!
2035;CHP_Coal_Lignite;NO;0;;2035;CHP_Coal_Lignite;NO;0;0;#DIV/0!
2040;CHP_Coal_Lignite;NO;0;;2040;CHP_Coal_Lignite;NO;0;0;#DIV/0!
2045;CHP_Coal_Lignite;NO;0;;2045;CHP_Coal_Lignite;NO;0;0;#DIV/0!
2050;CHP_Coal_Lignite;NO;0;;2050;CHP_Coal_Lignite;NO;0;0;#DIV/0!
2018;CHP_Coal_Lignite_CCS;NO;0;;2018;CHP_Coal_Lignite_CCS;NO;0;0;#DIV/0!
2025;CHP_Coal_Lignite_CCS;NO;0;;2025;CHP_Coal_Lignite_CCS;NO;0;0;#DIV/0!
2030;CHP_Coal_Lignite_CCS;NO;0;;2030;CHP_Coal_Lignite_CCS;NO;0;0;#DIV/0!
2035;CHP_Coal_Lignite_CCS;NO;0;;2035;CHP_Coal_Lignite_CCS;NO;0;0;#DIV/0!
2040;CHP_Coal_Lignite_CCS;NO;0;;2040;CHP_Coal_Lignite_CCS;NO;0;0;#DIV/0!
2045;CHP_Coal_Lignite_CCS;NO;0;;2045;CHP_Coal_Lignite_CCS;NO;0;0;#DIV/0!
2050;CHP_Coal_Lignite_CCS;NO;0;;2050;CHP_Coal_Lignite_CCS;NO;0;0;#DIV/0!
2018;CHP_Gas_CCGT_Biogas;NO;0;;2018;CHP_Gas_CCGT_Biogas;NO;0;0;#DIV/0!
2025;CHP_Gas_CCGT_Biogas;NO;0;;2025;CHP_Gas_CCGT_Biogas;NO;0;0;#DIV/0!
2030;CHP_Gas_CCGT_Biogas;NO;0;;2030;CHP_Gas_CCGT_Biogas;NO;0;0;#DIV/0!
2035;CHP_Gas_CCGT_Biogas;NO;0;;2035;CHP_Gas_CCGT_Biogas;NO;0;0;#DIV/0!
2040;CHP_Gas_CCGT_Biogas;NO;0;;2040;CHP_Gas_CCGT_Biogas;NO;0;0;#DIV/0!
2045;CHP_Gas_CCGT_Biogas;NO;0;;2045;CHP_Gas_CCGT_Biogas;NO;0;0;#DIV/0!
2050;CHP_Gas_CCGT_Biogas;NO;0;;2050;CHP_Gas_CCGT_Biogas;NO;0;0;#DIV/0!
2018;CHP_Gas_CCGT_Biogas_CCS;NO;0;;2018;CHP_Gas_CCGT_Biogas_CCS;NO;0;0;#DIV/0!
2025;CHP_Gas_CCGT_Biogas_CCS;NO;0;;2025;CHP_Gas_CCGT_Biogas_CCS;NO;0;0;#DIV/0!
2030;CHP_Gas_CCGT_Biogas_CCS;NO;0;;2030;CHP_Gas_CCGT_Biogas_CCS;NO;0;0;#DIV/0!
2035;CHP_Gas_CCGT_Biogas_CCS;NO;0;;2035;CHP_Gas_CCGT_Biogas_CCS;NO;0;0;#DIV/0!
2040;CHP_Gas_CCGT_Biogas_CCS;NO;0;;2040;CHP_Gas_CCGT_Biogas_CCS;NO;0;0;#DIV/0!
2045;CHP_Gas_CCGT_Biogas_CCS;NO;0;;2045;CHP_Gas_CCGT_Biogas_CCS;NO;0;0;#DIV/0!
2050;CHP_Gas_CCGT_Biogas_CCS;NO;0;;2050;CHP_Gas_CCGT_Biogas_CCS;NO;0;0;#DIV/0!
2018;CHP_Gas_CCGT_Natural;NO;12,63959096;;2018;CHP_Gas_CCGT_Natural;NO;12,63959096;0;0%
2025;CHP_Gas_CCGT_Natural;NO;0;;2025;CHP_Gas_CCGT_Natural;NO;0;0;#DIV/0!
2030;CHP_Gas_CCGT_Natural;NO;0;;2030;CHP_Gas_CCGT_Natural;NO;0;0;#DIV/0!
2035;CHP_Gas_CCGT_Natural;NO;0;;2035;CHP_Gas_CCGT_Natural;NO;0;0;#DIV/0!
2040;CHP_Gas_CCGT_Natural;NO;0;;2040;CHP_Gas_CCGT_Natural;NO;0;0;#DIV/0!
2045;CHP_Gas_CCGT_Natural;NO;0;;2045;CHP_Gas_CCGT_Natural;NO;0;0;#DIV/0!
2050;CHP_Gas_CCGT_Natural;NO;0;;2050;CHP_Gas_CCGT_Natural;NO;0;0;#DIV/0!
2018;CHP_Gas_CCGT_Natural_CCS;NO;0;;2018;CHP_Gas_CCGT_Natural_CCS;NO;0;0;#DIV/0!
2025;CHP_Gas_CCGT_Natural_CCS;NO;0;;2025;CHP_Gas_CCGT_Natural_CCS;NO;0;0;#DIV/0!
2030;CHP_Gas_CCGT_Natural_CCS;NO;0;;2030;CHP_Gas_CCGT_Natural_CCS;NO;0;0;#DIV/0!
2035;CHP_Gas_CCGT_Natural_CCS;NO;0;;2035;CHP_Gas_CCGT_Natural_CCS;NO;0;0;#DIV/0!
2040;CHP_Gas_CCGT_Natural_CCS;NO;0;;2040;CHP_Gas_CCGT_Natural_CCS;NO;0;0;#DIV/0!
2045;CHP_Gas_CCGT_Natural_CCS;NO;0;;2045;CHP_Gas_CCGT_Natural_CCS;NO;0;0;#DIV/0!
2050;CHP_Gas_CCGT_Natural_CCS;NO;0;;2050;CHP_Gas_CCGT_Natural_CCS;NO;0;0;#DIV/0!
2018;CHP_Gas_CCGT_SynGas;NO;0;;2018;CHP_Gas_CCGT_SynGas;NO;0;0;#DIV/0!
2025;CHP_Gas_CCGT_SynGas;NO;0;;2025;CHP_Gas_CCGT_SynGas;NO;0;0;#DIV/0!
2030;CHP_Gas_CCGT_SynGas;NO;0;;2030;CHP_Gas_CCGT_SynGas;NO;0;0;#DIV/0!
2035;CHP_Gas_CCGT_SynGas;NO;0;;2035;CHP_Gas_CCGT_SynGas;NO;0;0;#DIV/0!
2040;CHP_Gas_CCGT_SynGas;NO;0;;2040;CHP_Gas_CCGT_SynGas;NO;0;0;#DIV/0!
2045;CHP_Gas_CCGT_SynGas;NO;0;;2045;CHP_Gas_CCGT_SynGas;NO;0;0;#DIV/0!
2050;CHP_Gas_CCGT_SynGas;NO;0;;2050;CHP_Gas_CCGT_SynGas;NO;0;0;#DIV/0!
2018;CHP_Hydrogen_FuelCell;NO;0;;2018;CHP_Hydrogen_FuelCell;NO;0;0;#DIV/0!
2025;CHP_Hydrogen_FuelCell;NO;0;;2025;CHP_Hydrogen_FuelCell;NO;0;0;#DIV/0!
2030;CHP_Hydrogen_FuelCell;NO;0;;2030;CHP_Hydrogen_FuelCell;NO;0;0;#DIV/0!
2035;CHP_Hydrogen_FuelCell;NO;0;;2035;CHP_Hydrogen_FuelCell;NO;0;0;#DIV/0!
2040;CHP_Hydrogen_FuelCell;NO;0;;2040;CHP_Hydrogen_FuelCell;NO;0;0;#DIV/0!
