x1;x2;x3;y;;x1;x2;x3;y;diff;
2050;PSNG_Air_Conv;NL;0;;2050;PSNG_Air_Conv;NL;0,203695666;-0,203695666;#DIV/0!
2018;PSNG_Air_H2;NL;0;;2018;PSNG_Air_H2;NL;0;0;#DIV/0!
2025;PSNG_Air_H2;NL;3,377523301;;2025;PSNG_Air_H2;NL;0;3,377523301;100%
2030;PSNG_Air_H2;NL;8,401589211;;2030;PSNG_Air_H2;NL;0;8,401589211;100%
2035;PSNG_Air_H2;NL;11,64460265;;2035;PSNG_Air_H2;NL;1,425869664;10,21873298;88%
2040;PSNG_Air_H2;NL;13,17503614;;2040;PSNG_Air_H2;NL;1,425869664;11,74916647;89%
2045;PSNG_Air_H2;NL;13,04328578;;2045;PSNG_Air_H2;NL;1,425869664;11,61741611;89%
2050;PSNG_Air_H2;NL;11,2987463;;2050;PSNG_Air_H2;NL;1,425869664;9,872876639;87%
2018;PSNG_Rail_Conv;NL;5,09682;;2018;PSNG_Rail_Conv;NL;0,396073973;4,700746027;92%
2025;PSNG_Rail_Conv;NL;0;;2025;PSNG_Rail_Conv;NL;0,396073973;-0,396073973;#DIV/0!
2030;PSNG_Rail_Conv;NL;0;;2030;PSNG_Rail_Conv;NL;0,396073973;-0,396073973;#DIV/0!
2035;PSNG_Rail_Conv;NL;0;;2035;PSNG_Rail_Conv;NL;0,396073973;-0,396073973;#DIV/0!
2040;PSNG_Rail_Conv;NL;0;;2040;PSNG_Rail_Conv;NL;0,396073973;-0,396073973;#DIV/0!
2045;PSNG_Rail_Conv;NL;0;;2045;PSNG_Rail_Conv;NL;0;0;#DIV/0!
2050;PSNG_Rail_Conv;NL;0;;2050;PSNG_Rail_Conv;NL;0;0;#DIV/0!
2018;PSNG_Rail_Electric;NL;16,9894;;2018;PSNG_Rail_Electric;NL;2,345343672;14,64405633;86%
2025;PSNG_Rail_Electric;NL;25,16346934;;2025;PSNG_Rail_Electric;NL;2,345343672;22,81812567;91%
2030;PSNG_Rail_Electric;NL;24,21029356;;2030;PSNG_Rail_Electric;NL;2,345343672;21,86494989;90%
2035;PSNG_Rail_Electric;NL;30,91009781;;2035;PSNG_Rail_Electric;NL;2,345343672;28,56475414;92%
2040;PSNG_Rail_Electric;NL;34,12683434;;2040;PSNG_Rail_Electric;NL;4,427439406;29,69939493;87%
2045;PSNG_Rail_Electric;NL;36,29596504;;2045;PSNG_Rail_Electric;NL;4,621854669;31,67411037;87%
2050;PSNG_Rail_Electric;NL;42,22890123;;2050;PSNG_Rail_Electric;NL;4,422212546;37,80668868;90%
2018;PSNG_Road_BEV;NL;0;;2018;PSNG_Road_BEV;NL;0;0;#DIV/0!
2025;PSNG_Road_BEV;NL;28,89437337;;2025;PSNG_Road_BEV;NL;0;28,89437337;100%
2030;PSNG_Road_BEV;NL;65,07029725;;2030;PSNG_Road_BEV;NL;0;65,07029725;100%
2035;PSNG_Road_BEV;NL;94,5774175;;2035;PSNG_Road_BEV;NL;0;94,5774175;100%
2040;PSNG_Road_BEV;NL;95,37484368;;2040;PSNG_Road_BEV;NL;13,71279226;81,66205143;86%
2045;PSNG_Road_BEV;NL;57,1920685;;2045;PSNG_Road_BEV;NL;13,71279226;43,47927624;76%
2050;PSNG_Road_BEV;NL;14,41133294;;2050;PSNG_Road_BEV;NL;13,71279226;0,698540686;5%
2018;PSNG_Road_H2;NL;0;;2018;PSNG_Road_H2;NL;0;0;#DIV/0!
2025;PSNG_Road_H2;NL;0;;2025;PSNG_Road_H2;NL;0;0;#DIV/0!
2030;PSNG_Road_H2;NL;0;;2030;PSNG_Road_H2;NL;0;0;#DIV/0!
2035;PSNG_Road_H2;NL;0;;2035;PSNG_Road_H2;NL;0;0;#DIV/0!
2040;PSNG_Road_H2;NL;0;;2040;PSNG_Road_H2;NL;0;0;#DIV/0!
2045;PSNG_Road_H2;NL;33,95304061;;2045;PSNG_Road_H2;NL;0;33,95304061;100%
2050;PSNG_Road_H2;NL;93,471681;;2050;PSNG_Road_H2;NL;0;93,471681;100%
2018;PSNG_Road_ICE;NL;132,51732;;2018;PSNG_Road_ICE;NL;15,99858366;116,5187363;88%
2025;PSNG_Road_ICE;NL;35,17310461;;2025;PSNG_Road_ICE;NL;15,99858366;19,17452095;55%
2030;PSNG_Road_ICE;NL;12,43443135;;2030;PSNG_Road_ICE;NL;15,99858366;-3,564152307;-29%
2035;PSNG_Road_ICE;NL;2,998400208;;2035;PSNG_Road_ICE;NL;15,99858366;-13,00018345;-434%
2040;PSNG_Road_ICE;NL;0;;2040;PSNG_Road_ICE;NL;0;0;#DIV/0!
2045;PSNG_Road_ICE;NL;0;;2045;PSNG_Road_ICE;NL;0;0;#DIV/0!
2050;PSNG_Road_ICE;NL;0;;2050;PSNG_Road_ICE;NL;0;0;#DIV/0!
2018;PSNG_Road_LNG;NL;0;;2018;PSNG_Road_LNG;NL;0;0;#DIV/0!
2025;PSNG_Road_LNG;NL;0;;2025;PSNG_Road_LNG;NL;0;0;#DIV/0!
2030;PSNG_Road_LNG;NL;0;;2030;PSNG_Road_LNG;NL;0;0;#DIV/0!
2035;PSNG_Road_LNG;NL;0;;2035;PSNG_Road_LNG;NL;0;0;#DIV/0!
2040;PSNG_Road_LNG;NL;0;;2040;PSNG_Road_LNG;NL;0;0;#DIV/0!
2045;PSNG_Road_LNG;NL;0;;2045;PSNG_Road_LNG;NL;0;0;#DIV/0!
2050;PSNG_Road_LNG;NL;0;;2050;PSNG_Road_LNG;NL;0;0;#DIV/0!
2018;PSNG_Road_PHEV;NL;0;;2018;PSNG_Road_PHEV;NL;0;0;#DIV/0!
2025;PSNG_Road_PHEV;NL;64,44636287;;2025;PSNG_Road_PHEV;NL;0;64,44636287;100%
2030;PSNG_Road_PHEV;NL;52,87421932;;2030;PSNG_Road_PHEV;NL;0;52,87421932;100%
2035;PSNG_Road_PHEV;NL;24,55743355;;2035;PSNG_Road_PHEV;NL;0;24,55743355;100%
2040;PSNG_Road_PHEV;NL;22,01123756;;2040;PSNG_Road_PHEV;NL;0;22,01123756;100%
2045;PSNG_Road_PHEV;NL;22,55671227;;2045;PSNG_Road_PHEV;NL;0;22,55671227;100%
2050;PSNG_Road_PHEV;NL;0;;2050;PSNG_Road_PHEV;NL;0;0;#DIV/0!
2018;R_Coal_Hardcoal;NL;0;;2018;R_Coal_Hardcoal;NL;0;0;#DIV/0!
2025;R_Coal_Hardcoal;NL;0;;2025;R_Coal_Hardcoal;NL;0;0;#DIV/0!
2030;R_Coal_Hardcoal;NL;0;;2030;R_Coal_Hardcoal;NL;0;0;#DIV/0!
2035;R_Coal_Hardcoal;NL;0;;2035;R_Coal_Hardcoal;NL;0;0;#DIV/0!
2040;R_Coal_Hardcoal;NL;0;;2040;R_Coal_Hardcoal;NL;0;0;#DIV/0!
2045;R_Coal_Hardcoal;NL;0;;2045;R_Coal_Hardcoal;NL;0;0;#DIV/0!
2050;R_Coal_Hardcoal;NL;0;;2050;R_Coal_Hardcoal;NL;0;0;#DIV/0!
2018;R_Coal_Lignite;NL;0;;2018;R_Coal_Lignite;NL;0;0;#DIV/0!
2025;R_Coal_Lignite;NL;0;;2025;R_Coal_Lignite;NL;0;0;#DIV/0!
2030;R_Coal_Lignite;NL;0;;2030;R_Coal_Lignite;NL;0;0;#DIV/0!
2035;R_Coal_Lignite;NL;0;;2035;R_Coal_Lignite;NL;0;0;#DIV/0!
2040;R_Coal_Lignite;NL;0;;2040;R_Coal_Lignite;NL;0;0;#DIV/0!
2045;R_Coal_Lignite;NL;0;;2045;R_Coal_Lignite;NL;0;0;#DIV/0!
2050;R_Coal_Lignite;NL;0;;2050;R_Coal_Lignite;NL;0;0;#DIV/0!
2018;R_Gas;NL;0;;2018;R_Gas;NL;0;0;#DIV/0!
2025;R_Gas;NL;1500,999484;;2025;R_Gas;NL;2663,043031;-1162,043547;-77%
2030;R_Gas;NL;313,8168855;;2030;R_Gas;NL;666,6204371;-352,8035516;-112%
2035;R_Gas;NL;0;;2035;R_Gas;NL;0;0;#DIV/0!
2040;R_Gas;NL;0;;2040;R_Gas;NL;0;0;#DIV/0!
2045;R_Gas;NL;0;;2045;R_Gas;NL;0;0;#DIV/0!
2050;R_Gas;NL;0;;2050;R_Gas;NL;0;0;#DIV/0!
2018;R_Nuclear;NL;37,28066595;;2018;R_Nuclear;NL;37,28066595;0;0%
2025;R_Nuclear;NL;0;;2025;R_Nuclear;NL;0;0;#DIV/0!
2030;R_Nuclear;NL;0;;2030;R_Nuclear;NL;0;0;#DIV/0!
2035;R_Nuclear;NL;0;;2035;R_Nuclear;NL;0;0;#DIV/0!
2040;R_Nuclear;NL;0;;2040;R_Nuclear;NL;0;0;#DIV/0!
2045;R_Nuclear;NL;0;;2045;R_Nuclear;NL;0;0;#DIV/0!
2050;R_Nuclear;NL;0;;2050;R_Nuclear;NL;0;0;#DIV/0!
2018;R_Oil;NL;0;;2018;R_Oil;NL;0;0;#DIV/0!
2025;R_Oil;NL;0;;2025;R_Oil;NL;0;0;#DIV/0!
2030;R_Oil;NL;0;;2030;R_Oil;NL;0;0;#DIV/0!
2035;R_Oil;NL;0;;2035;R_Oil;NL;0;0;#DIV/0!
2040;R_Oil;NL;0;;2040;R_Oil;NL;0;0;#DIV/0!
2045;R_Oil;NL;0;;2045;R_Oil;NL;0;0;#DIV/0!
2050;R_Oil;NL;0;;2050;R_Oil;NL;0;0;#DIV/0!
2018;RES_Biogas;NL;0;;2018;RES_Biogas;NL;0;0;#DIV/0!
2025;RES_Biogas;NL;0;;2025;RES_Biogas;NL;0;0;#DIV/0!
2030;RES_Biogas;NL;0;;2030;RES_Biogas;NL;0;0;#DIV/0!
2035;RES_Biogas;NL;0;;2035;RES_Biogas;NL;0;0;#DIV/0!
2040;RES_Biogas;NL;0;;2040;RES_Biogas;NL;0;0;#DIV/0!
2045;RES_Biogas;NL;0;;2045;RES_Biogas;NL;0;0;#DIV/0!
2050;RES_Biogas;NL;0;;2050;RES_Biogas;NL;0;0;#DIV/0!
2018;RES_CSP;NL;0;;2018;RES_CSP;NL;0;0;#DIV/0!
2025;RES_CSP;NL;0;;2025;RES_CSP;NL;0;0;#DIV/0!
2030;RES_CSP;NL;0;;2030;RES_CSP;NL;0;0;#DIV/0!
2035;RES_CSP;NL;0;;2035;RES_CSP;NL;0;0;#DIV/0!
2040;RES_CSP;NL;0;;2040;RES_CSP;NL;0;0;#DIV/0!
2045;RES_CSP;NL;0;;2045;RES_CSP;NL;0;0;#DIV/0!
2050;RES_CSP;NL;0;;2050;RES_CSP;NL;0;0;#DIV/0!
2018;RES_Geothermal;NL;0;;2018;RES_Geothermal;NL;0;0;#DIV/0!
2025;RES_Geothermal;NL;0;;2025;RES_Geothermal;NL;0;0;#DIV/0!
2030;RES_Geothermal;NL;0;;2030;RES_Geothermal;NL;0;0;#DIV/0!
2035;RES_Geothermal;NL;0;;2035;RES_Geothermal;NL;0;0;#DIV/0!
2040;RES_Geothermal;NL;0;;2040;RES_Geothermal;NL;0;0;#DIV/0!
2045;RES_Geothermal;NL;0;;2045;RES_Geothermal;NL;0;0;#DIV/0!
2050;RES_Geothermal;NL;0;;2050;RES_Geothermal;NL;0;0;#DIV/0!
2018;RES_Grass;NL;5,04258192;;2018;RES_Grass;NL;5,04258192;0;0%
2025;RES_Grass;NL;5,13469152;;2025;RES_Grass;NL;5,13469152;0;0%
2030;RES_Grass;NL;4,82654304;;2030;RES_Grass;NL;4,82654304;0;0%
2035;RES_Grass;NL;4,610839104;;2035;RES_Grass;NL;4,610839104;0;0%
2040;RES_Grass;NL;4,395135168;;2040;RES_Grass;NL;4,395135168;0;0%
2045;RES_Grass;NL;4,244142413;;2045;RES_Grass;NL;4,244142413;0;0%
2050;RES_Grass;NL;4,093149658;;2050;RES_Grass;NL;4,093149658;0;0%
2018;RES_Hydro_Large;NL;0;;2018;RES_Hydro_Large;NL;0;0;#DIV/0!
2025;RES_Hydro_Large;NL;0,650075078;;2025;RES_Hydro_Large;NL;0,650075078;0;0%
2030;RES_Hydro_Large;NL;0,650075078;;2030;RES_Hydro_Large;NL;0,650075078;0;0%
2035;RES_Hydro_Large;NL;0,650075078;;2035;RES_Hydro_Large;NL;0,650075078;0;0%
2040;RES_Hydro_Large;NL;0,650075078;;2040;RES_Hydro_Large;NL;0,650075078;0;0%
2045;RES_Hydro_Large;NL;0,650075078;;2045;RES_Hydro_Large;NL;0,390045047;0,260030031;40%
2050;RES_Hydro_Large;NL;0,650075078;;2050;RES_Hydro_Large;NL;0,650075078;0;0%
2018;RES_Hydro_Small;NL;0,31535864;;2018;RES_Hydro_Small;NL;0,31535864;0;0%
2025;RES_Hydro_Small;NL;0,31535864;;2025;RES_Hydro_Small;NL;0,31535864;0;0%
2030;RES_Hydro_Small;NL;0,31535864;;2030;RES_Hydro_Small;NL;0,31535864;0;0%
2035;RES_Hydro_Small;NL;0,31535864;;2035;RES_Hydro_Small;NL;0,31535864;0;0%
2040;RES_Hydro_Small;NL;0,31535864;;2040;RES_Hydro_Small;NL;0,31535864;0;0%
2045;RES_Hydro_Small;NL;0,31535864;;2045;RES_Hydro_Small;NL;0,31535864;0;0%
2050;RES_Hydro_Small;NL;0,31535864;;2050;RES_Hydro_Small;NL;0,31535864;0;0%
2018;RES_Ocean;NL;0;;2018;RES_Ocean;NL;0;0;#DIV/0!
2025;RES_Ocean;NL;0;;2025;RES_Ocean;NL;0;0;#DIV/0!
2030;RES_Ocean;NL;0;;2030;RES_Ocean;NL;0;0;#DIV/0!
2035;RES_Ocean;NL;0;;2035;RES_Ocean;NL;0;0;#DIV/0!
2040;RES_Ocean;NL;0;;2040;RES_Ocean;NL;0;0;#DIV/0!
2045;RES_Ocean;NL;0;;2045;RES_Ocean;NL;0;0;#DIV/0!
2050;RES_Ocean;NL;0;;2050;RES_Ocean;NL;0;0;#DIV/0!
2018;RES_Paper_Cardboard;NL;0;;2018;RES_Paper_Cardboard;NL;0;0;#DIV/0!
2025;RES_Paper_Cardboard;NL;2,56734576;;2025;RES_Paper_Cardboard;NL;2,56734576;0;0%
2030;RES_Paper_Cardboard;NL;2,41327152;;2030;RES_Paper_Cardboard;NL;2,41327152;0;0%
2035;RES_Paper_Cardboard;NL;2,305419552;;2035;RES_Paper_Cardboard;NL;2,305419552;0;0%
2040;RES_Paper_Cardboard;NL;2,197567584;;2040;RES_Paper_Cardboard;NL;0;2,197567584;100%
2045;RES_Paper_Cardboard;NL;0;;2045;RES_Paper_Cardboard;NL;0;0;#DIV/0!
2050;RES_Paper_Cardboard;NL;0;;2050;RES_Paper_Cardboard;NL;0;0;#DIV/0!
2018;RES_PV_Rooftop_Commercial;NL;0;;2018;RES_PV_Rooftop_Commercial;NL;0;0;#DIV/0!
2025;RES_PV_Rooftop_Commercial;NL;0;;2025;RES_PV_Rooftop_Commercial;NL;0;0;#DIV/0!
2030;RES_PV_Rooftop_Commercial;NL;0;;2030;RES_PV_Rooftop_Commercial;NL;0;0;#DIV/0!
2035;RES_PV_Rooftop_Commercial;NL;0;;2035;RES_PV_Rooftop_Commercial;NL;0;0;#DIV/0!
2040;RES_PV_Rooftop_Commercial;NL;0;;2040;RES_PV_Rooftop_Commercial;NL;0;0;#DIV/0!
2045;RES_PV_Rooftop_Commercial;NL;0;;2045;RES_PV_Rooftop_Commercial;NL;0;0;#DIV/0!
2050;RES_PV_Rooftop_Commercial;NL;0;;2050;RES_PV_Rooftop_Commercial;NL;0;0;#DIV/0!
2018;RES_PV_Rooftop_Residential;NL;0;;2018;RES_PV_Rooftop_Residential;NL;0;0;#DIV/0!
2025;RES_PV_Rooftop_Residential;NL;0;;2025;RES_PV_Rooftop_Residential;NL;0;0;#DIV/0!
2030;RES_PV_Rooftop_Residential;NL;0;;2030;RES_PV_Rooftop_Residential;NL;0;0;#DIV/0!
2035;RES_PV_Rooftop_Residential;NL;0;;2035;RES_PV_Rooftop_Residential;NL;0;0;#DIV/0!
2040;RES_PV_Rooftop_Residential;NL;0;;2040;RES_PV_Rooftop_Residential;NL;0;0;#DIV/0!
2045;RES_PV_Rooftop_Residential;NL;0;;2045;RES_PV_Rooftop_Residential;NL;0;0;#DIV/0!
2050;RES_PV_Rooftop_Residential;NL;0;;2050;RES_PV_Rooftop_Residential;NL;0;0;#DIV/0!
2018;RES_PV_Utility_Avg;NL;35,81293259;;2018;RES_PV_Utility_Avg;NL;35,81293259;0;0%
2025;RES_PV_Utility_Avg;NL;35,81293259;;2025;RES_PV_Utility_Avg;NL;35,81293259;0;0%
2030;RES_PV_Utility_Avg;NL;35,81293259;;2030;RES_PV_Utility_Avg;NL;35,81293259;0;0%
2035;RES_PV_Utility_Avg;NL;106,2423306;;2035;RES_PV_Utility_Avg;NL;35,81293259;70,42939804;66%
2040;RES_PV_Utility_Avg;NL;89,53664136;;2040;RES_PV_Utility_Avg;NL;0;89,53664136;100%
2045;RES_PV_Utility_Avg;NL;89,53664136;;2045;RES_PV_Utility_Avg;NL;0;89,53664136;100%
2050;RES_PV_Utility_Avg;NL;127,9951025;;2050;RES_PV_Utility_Avg;NL;118,5957644;9,399338094;7%
2018;RES_PV_Utility_Inf;NL;0;;2018;RES_PV_Utility_Inf;NL;0;0;#DIV/0!
2025;RES_PV_Utility_Inf;NL;0;;2025;RES_PV_Utility_Inf;NL;0;0;#DIV/0!
2030;RES_PV_Utility_Inf;NL;0;;2030;RES_PV_Utility_Inf;NL;0;0;#DIV/0!
2035;RES_PV_Utility_Inf;NL;0;;2035;RES_PV_Utility_Inf;NL;0;0;#DIV/0!
2040;RES_PV_Utility_Inf;NL;0;;2040;RES_PV_Utility_Inf;NL;0;0;#DIV/0!
2045;RES_PV_Utility_Inf;NL;0;;2045;RES_PV_Utility_Inf;NL;0;0;#DIV/0!
2050;RES_PV_Utility_Inf;NL;0;;2050;RES_PV_Utility_Inf;NL;0;0;#DIV/0!
2018;RES_PV_Utility_Opt;NL;0;;2018;RES_PV_Utility_Opt;NL;0;0;#DIV/0!
2025;RES_PV_Utility_Opt;NL;157,7290133;;2025;RES_PV_Utility_Opt;NL;157,7290133;0;0%
2030;RES_PV_Utility_Opt;NL;157,7290133;;2030;RES_PV_Utility_Opt;NL;157,7290133;0;0%
2035;RES_PV_Utility_Opt;NL;157,7290133;;2035;RES_PV_Utility_Opt;NL;157,7290133;0;0%
2040;RES_PV_Utility_Opt;NL;157,7290133;;2040;RES_PV_Utility_Opt;NL;157,7290133;0;0%
2045;RES_PV_Utility_Opt;NL;157,7290133;;2045;RES_PV_Utility_Opt;NL;157,7290133;0;0%
2050;RES_PV_Utility_Opt;NL;157,7290133;;2050;RES_PV_Utility_Opt;NL;157,7290133;0;0%
2018;RES_PV_Utility_Tracking;NL;0;;2018;RES_PV_Utility_Tracking;NL;0;0;#DIV/0!
2025;RES_PV_Utility_Tracking;NL;49,83152161;;2025;RES_PV_Utility_Tracking;NL;34,73490432;15,09661728;30%
2030;RES_PV_Utility_Tracking;NL;167,8597118;;2030;RES_PV_Utility_Tracking;NL;164,4444107;3,415301065;2%
2035;RES_PV_Utility_Tracking;NL;167,8597118;;2035;RES_PV_Utility_Tracking;NL;167,8597118;0;0%
2040;RES_PV_Utility_Tracking;NL;167,8597118;;2040;RES_PV_Utility_Tracking;NL;167,8597118;0;0%
2045;RES_PV_Utility_Tracking;NL;167,8597118;;2045;RES_PV_Utility_Tracking;NL;167,8597118;0;0%
2050;RES_PV_Utility_Tracking;NL;167,8597118;;2050;RES_PV_Utility_Tracking;NL;133,1248075;34,73490432;21%
2018;RES_Residues;NL;35,29807344;;2018;RES_Residues;NL;35,29807344;0;0%
2025;RES_Residues;NL;35,94284064;;2025;RES_Residues;NL;35,94284064;0;0%
2030;RES_Residues;NL;33,78580128;;2030;RES_Residues;NL;33,78580128;0;0%
2035;RES_Residues;NL;32,27587373;;2035;RES_Residues;NL;32,27587373;0;0%
2040;RES_Residues;NL;30,76594618;;2040;RES_Residues;NL;30,76594618;0;0%
2045;RES_Residues;NL;29,70899689;;2045;RES_Residues;NL;29,70899689;0;0%
2050;RES_Residues;NL;28,6520476;;2050;RES_Residues;NL;28,6520476;0;0%
2018;RES_Roundwood;NL;0;;2018;RES_Roundwood;NL;0;0;#DIV/0!
2025;RES_Roundwood;NL;0;;2025;RES_Roundwood;NL;0;0;#DIV/0!
2030;RES_Roundwood;NL;0;;2030;RES_Roundwood;NL;16,89290064;-16,89290064;#DIV/0!
2035;RES_Roundwood;NL;0;;2035;RES_Roundwood;NL;16,13793686;-16,13793686;#DIV/0!
2040;RES_Roundwood;NL;0;;2040;RES_Roundwood;NL;0;0;#DIV/0!
2045;RES_Roundwood;NL;0;;2045;RES_Roundwood;NL;0;0;#DIV/0!
2050;RES_Roundwood;NL;0;;2050;RES_Roundwood;NL;0;0;#DIV/0!
2018;RES_Wind_Offshore_Deep;NL;0;;2018;RES_Wind_Offshore_Deep;NL;0;0;#DIV/0!
2025;RES_Wind_Offshore_Deep;NL;0;;2025;RES_Wind_Offshore_Deep;NL;0;0;#DIV/0!
2030;RES_Wind_Offshore_Deep;NL;0;;2030;RES_Wind_Offshore_Deep;NL;0;0;#DIV/0!
2035;RES_Wind_Offshore_Deep;NL;0;;2035;RES_Wind_Offshore_Deep;NL;0;0;#DIV/0!
2040;RES_Wind_Offshore_Deep;NL;0;;2040;RES_Wind_Offshore_Deep;NL;0;0;#DIV/0!
2045;RES_Wind_Offshore_Deep;NL;0;;2045;RES_Wind_Offshore_Deep;NL;0;0;#DIV/0!
2050;RES_Wind_Offshore_Deep;NL;0;;2050;RES_Wind_Offshore_Deep;NL;0;0;#DIV/0!
2018;RES_Wind_Offshore_Shallow;NL;0;;2018;RES_Wind_Offshore_Shallow;NL;0;0;#DIV/0!
2025;RES_Wind_Offshore_Shallow;NL;0;;2025;RES_Wind_Offshore_Shallow;NL;0;0;#DIV/0!
2030;RES_Wind_Offshore_Shallow;NL;0;;2030;RES_Wind_Offshore_Shallow;NL;0;0;#DIV/0!
2035;RES_Wind_Offshore_Shallow;NL;0;;2035;RES_Wind_Offshore_Shallow;NL;0;0;#DIV/0!
2040;RES_Wind_Offshore_Shallow;NL;0;;2040;RES_Wind_Offshore_Shallow;NL;0;0;#DIV/0!
2045;RES_Wind_Offshore_Shallow;NL;0;;2045;RES_Wind_Offshore_Shallow;NL;0;0;#DIV/0!
2050;RES_Wind_Offshore_Shallow;NL;0;;2050;RES_Wind_Offshore_Shallow;NL;0;0;#DIV/0!
2018;RES_Wind_Offshore_Transitional;NL;13,98494393;;2018;RES_Wind_Offshore_Transitional;NL;13,98494393;0;0%
2025;RES_Wind_Offshore_Transitional;NL;13,98494393;;2025;RES_Wind_Offshore_Transitional;NL;13,98494393;0;0%
2030;RES_Wind_Offshore_Transitional;NL;4,403969626;;2030;RES_Wind_Offshore_Transitional;NL;4,403969626;0;0%
2035;RES_Wind_Offshore_Transitional;NL;0;;2035;RES_Wind_Offshore_Transitional;NL;0;0;#DIV/0!
2040;RES_Wind_Offshore_Transitional;NL;0;;2040;RES_Wind_Offshore_Transitional;NL;0;0;#DIV/0!
2045;RES_Wind_Offshore_Transitional;NL;0;;2045;RES_Wind_Offshore_Transitional;NL;0;0;#DIV/0!
2050;RES_Wind_Offshore_Transitional;NL;0;;2050;RES_Wind_Offshore_Transitional;NL;0;0;#DIV/0!
2018;RES_Wind_Onshore_Avg;NL;19,69028422;;2018;RES_Wind_Onshore_Avg;NL;19,69028422;0;0%
2025;RES_Wind_Onshore_Avg;NL;19,69028422;;2025;RES_Wind_Onshore_Avg;NL;19,69028422;0;0%
2030;RES_Wind_Onshore_Avg;NL;9,943335778;;2030;RES_Wind_Onshore_Avg;NL;9,943335778;0;0%
2035;RES_Wind_Onshore_Avg;NL;5,21821713;;2035;RES_Wind_Onshore_Avg;NL;5,21821713;0;0%
2040;RES_Wind_Onshore_Avg;NL;0;;2040;RES_Wind_Onshore_Avg;NL;0;0;#DIV/0!
2045;RES_Wind_Onshore_Avg;NL;0;;2045;RES_Wind_Onshore_Avg;NL;0;0;#DIV/0!
2050;RES_Wind_Onshore_Avg;NL;0;;2050;RES_Wind_Onshore_Avg;NL;0;0;#DIV/0!
2018;RES_Wind_Onshore_Inf;NL;0;;2018;RES_Wind_Onshore_Inf;NL;0;0;#DIV/0!
2025;RES_Wind_Onshore_Inf;NL;0;;2025;RES_Wind_Onshore_Inf;NL;0;0;#DIV/0!
2030;RES_Wind_Onshore_Inf;NL;0;;2030;RES_Wind_Onshore_Inf;NL;0;0;#DIV/0!
2035;RES_Wind_Onshore_Inf;NL;0;;2035;RES_Wind_Onshore_Inf;NL;0;0;#DIV/0!
2040;RES_Wind_Onshore_Inf;NL;0;;2040;RES_Wind_Onshore_Inf;NL;0;0;#DIV/0!
2045;RES_Wind_Onshore_Inf;NL;0;;2045;RES_Wind_Onshore_Inf;NL;0;0;#DIV/0!
2050;RES_Wind_Onshore_Inf;NL;0;;2050;RES_Wind_Onshore_Inf;NL;0;0;#DIV/0!
2018;RES_Wind_Onshore_Opt;NL;0;;2018;RES_Wind_Onshore_Opt;NL;0;0;#DIV/0!
2025;RES_Wind_Onshore_Opt;NL;0;;2025;RES_Wind_Onshore_Opt;NL;0;0;#DIV/0!
2030;RES_Wind_Onshore_Opt;NL;0;;2030;RES_Wind_Onshore_Opt;NL;0;0;#DIV/0!
2035;RES_Wind_Onshore_Opt;NL;0;;2035;RES_Wind_Onshore_Opt;NL;0;0;#DIV/0!
2040;RES_Wind_Onshore_Opt;NL;0;;2040;RES_Wind_Onshore_Opt;NL;0;0;#DIV/0!
2045;RES_Wind_Onshore_Opt;NL;0;;2045;RES_Wind_Onshore_Opt;NL;0;0;#DIV/0!
2050;RES_Wind_Onshore_Opt;NL;0;;2050;RES_Wind_Onshore_Opt;NL;0;0;#DIV/0!
2018;RES_Wood;NL;1,89096822;;2018;RES_Wood;NL;1,89096822;0;0%
2025;RES_Wood;NL;1,92550932;;2025;RES_Wood;NL;1,92550932;0;0%
2030;RES_Wood;NL;1,80995364;;2030;RES_Wood;NL;1,80995364;0;0%
2035;RES_Wood;NL;1,729064664;;2035;RES_Wood;NL;1,729064664;0;0%
2040;RES_Wood;NL;1,648175688;;2040;RES_Wood;NL;1,648175688;0;0%
2045;RES_Wood;NL;1,591553405;;2045;RES_Wood;NL;1,591553405;0;0%
2050;RES_Wood;NL;1,534931122;;2050;RES_Wood;NL;1,534931122;0;0%
2018;X_Biofuel;NL;0;;2018;X_Biofuel;NL;0;0;#DIV/0!
2025;X_Biofuel;NL;2,018940418;;2025;X_Biofuel;NL;50,03816239;-48,01922197;-2378%
2030;X_Biofuel;NL;14,92046507;;2030;X_Biofuel;NL;52,91635333;-37,99588825;-255%
2035;X_Biofuel;NL;27,67457428;;2035;X_Biofuel;NL;57,51005942;-29,83548514;-108%
2040;X_Biofuel;NL;32,14323772;;2040;X_Biofuel;NL;0,635183798;31,50805393;98%
2045;X_Biofuel;NL;31,61649674;;2045;X_Biofuel;NL;0,092752693;31,52374405;100%
2050;X_Biofuel;NL;22,37542778;;2050;X_Biofuel;NL;2,692106421;19,68332136;88%
2018;X_DAC_HT;NL;0;;2018;X_DAC_HT;NL;0;0;#DIV/0!
2025;X_DAC_HT;NL;0;;2025;X_DAC_HT;NL;0;0;#DIV/0!
2030;X_DAC_HT;NL;0;;2030;X_DAC_HT;NL;2,25E-13;-2,25223E-13;#DIV/0!
2035;X_DAC_HT;NL;0;;2035;X_DAC_HT;NL;0;0;#DIV/0!
2040;X_DAC_HT;NL;0;;2040;X_DAC_HT;NL;0;0;#DIV/0!
2045;X_DAC_HT;NL;0;;2045;X_DAC_HT;NL;0;0;#DIV/0!
2050;X_DAC_HT;NL;0;;2050;X_DAC_HT;NL;0;0;#DIV/0!
